distance_km,weight_kg,price,payment_method,order_hour,is_fraud,data_source
446.41,7.84,546,COD,17,0,synthetic
823.42,56.49,1469,Prepaid,21,0,real_openml_creditcard_42397
77.44,118.93,1547,COD,6,0,synthetic
588.63,31.37,956,Prepaid,17,0,synthetic
462.92,52.79,1100,COD,13,0,synthetic
526.31,43.53,1046,COD,23,0,synthetic
473.0,115.11,1857,Prepaid,16,0,synthetic
151.03,118.86,1612,COD,3,0,synthetic
594.78,108.24,1884,Prepaid,12,0,synthetic
3160.85,64.02,3663,Prepaid,2,0,real_openml_creditcard_42397
415.92,4.72,481,Wallet,7,0,synthetic
57.65,36.93,545,Prepaid,21,0,real_openml_creditcard_42397
743.88,10.49,845,COD,9,0,synthetic
791.47,43.92,1289,Prepaid,1,0,synthetic
77.11,6.3,195,Wallet,8,0,real_openml_creditcard_42397
697.49,113.62,2041,Wallet,0,1,synthetic
498.99,18.98,727,Prepaid,16,0,synthetic
417.98,42.44,935,Wallet,2,0,synthetic
138.21,1.05,187,COD,23,0,real_openml_creditcard_42397
97.63,5.01,198,Wallet,22,0,real_openml_creditcard_42397
52.03,7.1,182,Wallet,6,0,real_openml_creditcard_42397
86.17,4.79,185,COD,19,0,real_openml_creditcard_42397
128.47,83.96,1173,Prepaid,12,0,synthetic
184.58,9.42,329,Wallet,10,0,synthetic
153.0,4.77,245,Wallet,9,0,real_openml_creditcard_42397
777.79,93.27,1869,COD,13,0,synthetic
331.11,105.18,1610,COD,11,0,synthetic
222.71,21.05,503,Wallet,9,0,real_openml_creditcard_42397
3.09,11.35,189,Prepaid,22,0,real_openml_creditcard_42397
379.61,94.48,1525,COD,12,0,synthetic
271.08,43.51,816,COD,5,0,synthetic
137.52,2.02,198,Wallet,20,0,real_openml_creditcard_42397
538.52,61.72,1275,COD,15,0,synthetic
116.37,12.88,309,COD,15,0,synthetic
414.77,50.69,1032,Prepaid,7,0,synthetic
677.75,102.52,1890,Wallet,16,0,synthetic
128.22,12.88,320,COD,11,0,real_openml_creditcard_42397
85.03,4.54,181,Prepaid,19,0,real_openml_creditcard_42397
154.69,115.48,1575,COD,14,0,synthetic
372.95,4.7,442,Prepaid,8,0,real_openml_creditcard_42397
545.35,66.74,1342,COD,15,0,synthetic
13.16,13.6,225,Prepaid,20,0,real_openml_creditcard_42397
321.96,86.84,1382,Wallet,9,0,synthetic
784.68,93.32,1876,Wallet,4,0,synthetic
403.96,16.54,612,Prepaid,7,0,real_openml_creditcard_42397
101.67,4.37,194,Wallet,16,0,real_openml_creditcard_42397
31.73,9.04,187,COD,12,0,real_openml_creditcard_42397
29.5,9.04,185,Wallet,16,0,real_openml_creditcard_42397
158.91,96.56,1352,COD,7,0,synthetic
158.92,38.0,649,Prepaid,17,0,real_openml_creditcard_42397
133.3,1.92,193,COD,9,0,real_openml_creditcard_42397
596.06,116.12,1980,COD,9,0,synthetic
377.18,78.97,1337,Wallet,11,0,synthetic
666.44,100.68,1858,COD,5,0,synthetic
562.44,59.36,1269,Prepaid,5,0,synthetic
640.84,39.66,1103,COD,7,0,synthetic
175.43,51.07,821,Wallet,11,0,synthetic
447.28,76.59,1372,Wallet,6,0,synthetic
87.38,56.64,808,COD,16,1,synthetic
540.09,23.49,818,COD,11,0,real_openml_creditcard_42397
123.59,1.73,182,Prepaid,10,0,real_openml_creditcard_42397
283.15,18.86,531,Wallet,9,0,synthetic
336.4,47.63,924,Wallet,19,0,synthetic
126.54,32.18,550,COD,20,0,real_openml_creditcard_42397
28.87,8.92,183,Wallet,17,0,real_openml_creditcard_42397
279.22,89.6,1377,Wallet,10,0,synthetic
68.24,6.8,193,Wallet,6,0,real_openml_creditcard_42397
781.29,36.31,1189,COD,22,0,synthetic
32.56,13.81,245,Prepaid,9,0,real_openml_creditcard_42397
10.23,11.9,202,Prepaid,14,0,real_openml_creditcard_42397
133.6,5.81,240,COD,10,0,real_openml_creditcard_42397
448.95,105.47,1720,Prepaid,11,0,synthetic
439.58,84.63,1461,COD,12,0,synthetic
82.95,9.61,240,COD,13,0,real_openml_creditcard_42397
379.28,1.27,407,Wallet,13,0,synthetic
688.72,1.18,684,Wallet,16,0,real_openml_creditcard_42397
633.02,33.36,1020,Wallet,15,0,synthetic
398.59,111.58,1748,Wallet,14,0,synthetic
551.94,84.37,1559,Prepaid,13,0,synthetic
663.54,75.95,1559,Wallet,20,0,synthetic
75.25,108.13,1415,COD,3,0,synthetic
370.0,115.22,1766,Prepaid,6,0,synthetic
13.54,14.32,234,COD,11,0,real_openml_creditcard_42397
134.56,17.91,386,Prepaid,7,0,real_openml_creditcard_42397
171.89,6.86,287,COD,13,0,real_openml_creditcard_42397
113.15,2.58,183,COD,16,0,synthetic
209.89,10.88,369,Wallet,5,0,synthetic
279.42,0.66,309,COD,0,0,synthetic
753.17,87.64,1780,Wallet,6,0,synthetic
628.41,7.26,703,Prepaid,8,0,synthetic
768.48,107.54,2032,Wallet,10,0,synthetic
115.71,7.04,239,COD,21,0,synthetic
675.87,51.75,1279,Prepaid,16,0,synthetic
565.1,88.66,1622,COD,4,0,synthetic
9.67,16.61,258,Wallet,0,0,real_openml_creditcard_42397
798.58,59.35,1481,COD,14,0,synthetic
29.49,9.7,193,COD,9,0,real_openml_creditcard_42397
7.23,22.23,323,Prepaid,1,0,synthetic
570.08,81.17,1537,Wallet,17,0,synthetic
512.91,2.2,538,Wallet,15,0,real_openml_creditcard_42397
31.13,26.86,400,COD,15,0,synthetic
530.33,39.13,997,Prepaid,20,0,synthetic
55.4,11.93,243,Wallet,22,0,real_openml_creditcard_42397
58.39,7.12,188,COD,16,0,real_openml_creditcard_42397
96.6,30.3,501,Prepaid,8,0,synthetic
570.38,119.94,2003,COD,0,1,synthetic
134.95,18.11,389,Prepaid,22,0,synthetic
715.52,54.04,1342,Wallet,14,0,synthetic
50.5,8.3,195,Wallet,23,0,real_openml_creditcard_42397
398.78,2.26,436,Wallet,9,0,real_openml_creditcard_42397
702.02,61.09,1415,COD,14,0,synthetic
514.8,95.63,1661,Wallet,15,0,synthetic
71.94,14.1,284,Wallet,17,0,real_openml_creditcard_42397
293.75,0.89,325,Wallet,17,0,real_openml_creditcard_42397
491.98,113.52,1855,COD,15,0,synthetic
81.72,4.87,182,COD,9,0,real_openml_creditcard_42397
178.68,34.58,626,COD,7,0,synthetic
64.64,6.9,191,Wallet,22,0,real_openml_creditcard_42397
1.05,11.59,190,Wallet,18,0,real_openml_creditcard_42397
787.56,44.62,1294,COD,18,0,synthetic
116.97,2.73,188,COD,13,0,real_openml_creditcard_42397
424.52,69.55,1267,Wallet,0,0,synthetic
46.32,7.53,182,COD,6,0,real_openml_creditcard_42397
649.34,29.39,987,Wallet,7,0,synthetic
709.89,102.34,1917,COD,14,0,synthetic
523.32,99.24,1712,Wallet,19,0,synthetic
367.03,95.75,1529,COD,11,0,synthetic
485.67,107.87,1781,COD,4,0,synthetic
269.22,61.23,1027,Wallet,1,0,synthetic
653.46,91.92,1741,Wallet,0,0,synthetic
24.0,13.45,233,COD,20,0,real_openml_creditcard_42397
741.35,47.39,1286,COD,1,0,synthetic
12.56,11.22,196,Wallet,13,0,real_openml_creditcard_42397
107.49,7.27,234,COD,7,0,real_openml_creditcard_42397
655.01,2.8,673,Prepaid,19,0,synthetic
106.35,48.6,729,Wallet,17,0,synthetic
685.94,91.33,1763,Wallet,23,1,synthetic
562.0,118.48,1978,Prepaid,0,0,synthetic
19.06,9.9,186,Prepaid,9,0,real_openml_creditcard_42397
42.7,7.71,181,Prepaid,7,0,real_openml_creditcard_42397
54.3,17.18,305,Prepaid,10,0,real_openml_creditcard_42397
297.19,17.21,524,COD,10,0,real_openml_creditcard_42397
387.89,93.63,1523,COD,9,0,synthetic
624.16,17.48,822,Wallet,14,0,synthetic
140.82,0.69,185,COD,1,0,real_openml_creditcard_42397
177.7,9.67,326,COD,0,0,real_openml_creditcard_42397
280.38,1.72,323,COD,17,0,real_openml_creditcard_42397
182.7,38.29,674,Wallet,6,0,synthetic
353.33,89.28,1439,COD,18,0,synthetic
174.52,67.94,1022,COD,13,0,synthetic
152.37,1.66,207,Prepaid,17,0,real_openml_creditcard_42397
714.96,84.64,1709,Wallet,23,0,synthetic
46.29,5.26,155,Wallet,4,0,synthetic
63.54,6.4,184,Wallet,23,0,real_openml_creditcard_42397
588.63,87.12,1625,Wallet,7,0,synthetic
121.77,2.7,192,Wallet,20,0,real_openml_creditcard_42397
769.73,14.41,916,Wallet,12,0,synthetic
167.17,80.93,1172,COD,1,0,synthetic
185.79,5.57,284,Prepaid,23,0,synthetic
664.42,85.24,1671,Wallet,10,0,synthetic
332.87,119.05,1778,Wallet,16,0,synthetic
222.52,37.68,702,Prepaid,4,0,synthetic
317.52,49.96,935,Prepaid,19,0,synthetic
758.15,78.2,1671,Wallet,21,0,synthetic
171.33,0.98,216,COD,15,0,real_openml_creditcard_42397
718.6,119.4,2130,COD,19,0,synthetic
152.39,0.57,194,Wallet,10,0,real_openml_creditcard_42397
450.33,31.23,830,Prepaid,10,0,real_openml_creditcard_42397
244.87,85.4,1295,Wallet,2,0,synthetic
432.84,22.35,708,COD,14,0,synthetic
732.47,31.9,1092,COD,9,0,synthetic
234.41,41.45,758,COD,18,0,synthetic
161.71,60.02,916,Prepaid,16,0,synthetic
64.07,9.78,225,Prepaid,10,0,real_openml_creditcard_42397
90.18,4.24,182,Wallet,21,0,real_openml_creditcard_42397
84.32,4.84,184,Wallet,21,0,real_openml_creditcard_42397
606.79,77.37,1525,Wallet,3,0,synthetic
178.84,1.92,234,COD,19,0,real_openml_creditcard_42397
682.31,13.43,825,Wallet,3,0,synthetic
338.8,110.21,1677,COD,18,0,synthetic
81.71,4.87,182,Wallet,10,0,real_openml_creditcard_42397
104.24,18.52,366,COD,18,0,real_openml_creditcard_42397
542.39,9.67,654,COD,20,0,synthetic
366.86,2.07,405,Prepaid,13,0,real_openml_creditcard_42397
34.83,9.05,190,COD,22,0,real_openml_creditcard_42397
286.61,69.48,1142,Prepaid,18,0,synthetic
246.25,99.56,1466,Prepaid,18,0,synthetic
153.57,2.07,213,COD,20,0,real_openml_creditcard_42397
234.16,15.85,451,COD,12,0,real_openml_creditcard_42397
577.67,13.12,727,Prepaid,12,0,synthetic
268.81,69.39,1125,Prepaid,14,0,synthetic
384.01,104.29,1647,Wallet,11,1,synthetic
759.31,72.91,1608,COD,12,0,synthetic
129.75,42.6,678,Prepaid,22,1,synthetic
360.98,29.75,732,COD,15,0,synthetic
102.68,4.47,196,COD,21,0,real_openml_creditcard_42397
5.91,12.31,203,Prepaid,11,0,real_openml_creditcard_42397
212.08,21.18,495,Wallet,10,0,real_openml_creditcard_42397
342.25,99.93,1557,Prepaid,20,0,synthetic
54.95,6.81,181,COD,5,0,synthetic
11.79,20.91,312,Prepaid,13,0,synthetic
82.36,9.16,234,COD,22,0,real_openml_creditcard_42397
474.6,49.87,1076,Prepaid,2,0,synthetic
658.2,23.75,927,Wallet,4,0,synthetic
135.21,0.86,182,Wallet,7,0,real_openml_creditcard_42397
43.4,8.0,185,COD,9,0,real_openml_creditcard_42397
69.93,5.76,182,Wallet,20,0,real_openml_creditcard_42397
551.99,77.94,1482,Wallet,7,0,synthetic
78.31,104.34,1373,Wallet,2,0,synthetic
496.2,3.87,543,Wallet,22,0,real_openml_creditcard_42397
102.38,50.13,744,COD,8,0,synthetic
349.05,21.14,618,Prepaid,3,0,synthetic
655.46,101.28,1855,Prepaid,6,0,synthetic
30.93,9.18,188,Prepaid,22,0,real_openml_creditcard_42397
263.93,70.2,1130,COD,13,0,synthetic
63.08,6.27,182,COD,20,0,real_openml_creditcard_42397
1.53,10.89,182,COD,20,0,real_openml_creditcard_42397
67.44,28.48,452,COD,4,0,synthetic
198.63,111.74,1570,COD,8,0,synthetic
217.82,5.16,308,Wallet,11,0,real_openml_creditcard_42397
648.99,117.98,2050,Wallet,6,0,synthetic
758.25,61.75,1473,Wallet,21,0,synthetic
104.15,4.27,195,COD,19,0,real_openml_creditcard_42397
175.72,30.82,578,Prepaid,21,0,real_openml_creditcard_42397
185.75,119.49,1651,Prepaid,5,0,synthetic
332.58,102.31,1577,COD,11,0,synthetic
8.05,69.0,885,COD,2,0,synthetic
520.47,61.8,1260,COD,19,0,synthetic
15.09,60.81,793,Wallet,17,0,synthetic
729.92,15.88,897,Prepaid,0,0,synthetic
380.18,34.11,801,COD,20,0,synthetic
54.52,81.6,1078,Prepaid,23,0,synthetic
344.76,71.64,1220,COD,14,0,synthetic
122.78,4.31,212,COD,19,0,synthetic
40.01,8.0,182,Wallet,17,0,real_openml_creditcard_42397
771.19,14.63,920,Prepaid,6,0,synthetic
167.89,10.99,333,COD,18,0,real_openml_creditcard_42397
283.26,0.57,312,Prepaid,4,0,synthetic
314.41,24.67,629,COD,16,0,real_openml_creditcard_42397
746.67,23.2,1000,Prepaid,2,0,synthetic
740.81,101.85,1939,COD,22,0,synthetic
587.75,114.8,1957,Prepaid,9,0,synthetic
637.94,12.13,770,COD,20,0,synthetic
318.79,11.09,470,Wallet,14,0,real_openml_creditcard_42397
207.92,87.34,1285,Prepaid,3,0,synthetic
4.53,10.66,182,COD,18,0,real_openml_creditcard_42397
74.54,55.15,779,Wallet,9,0,synthetic
53.02,7.27,185,COD,11,0,real_openml_creditcard_42397
87.21,98.86,1315,Prepaid,13,0,synthetic
559.08,84.27,1564,COD,16,0,synthetic
13.04,13.77,227,Wallet,10,0,real_openml_creditcard_42397
115.52,2.75,187,Wallet,20,0,real_openml_creditcard_42397
85.16,13.95,294,Prepaid,12,0,real_openml_creditcard_42397
46.26,53.17,730,Wallet,7,0,synthetic
457.68,6.36,538,Prepaid,11,0,synthetic
130.08,24.41,460,Wallet,22,0,real_openml_creditcard_42397
210.22,33.29,639,Wallet,3,0,synthetic
403.91,92.59,1525,Prepaid,0,0,synthetic
316.24,97.98,1510,Prepaid,11,0,synthetic
745.4,62.83,1475,Wallet,20,0,synthetic
672.35,80.8,1625,Prepaid,12,0,synthetic
122.3,3.16,198,Wallet,23,0,real_openml_creditcard_42397
13.03,10.69,190,Wallet,19,0,real_openml_creditcard_42397
5.34,11.6,194,Prepaid,11,0,real_openml_creditcard_42397
323.91,3.78,387,COD,18,0,synthetic
349.71,12.29,512,Wallet,2,0,synthetic
239.18,36.29,701,Wallet,22,0,synthetic
121.09,2.08,184,COD,3,0,real_openml_creditcard_42397
90.54,5.54,198,COD,3,0,real_openml_creditcard_42397
238.89,12.17,411,Wallet,19,0,real_openml_creditcard_42397
67.95,22.49,381,Wallet,11,0,real_openml_creditcard_42397
94.25,111.2,1469,Prepaid,4,0,synthetic
17.21,10.46,191,COD,23,0,real_openml_creditcard_42397
772.31,108.73,2050,Wallet,22,0,synthetic
195.25,108.07,1523,Wallet,2,0,synthetic
37.13,8.26,182,COD,20,0,synthetic
173.32,103.48,1448,Wallet,1,0,synthetic
444.07,14.86,628,Prepaid,23,0,synthetic
224.69,3.06,289,COD,16,0,real_openml_creditcard_42397
786.43,87.89,1812,COD,3,1,synthetic
99.7,13.94,307,Wallet,9,0,real_openml_creditcard_42397
112.93,2.53,182,Wallet,0,0,real_openml_creditcard_42397
29.18,8.98,184,Wallet,12,0,real_openml_creditcard_42397
561.0,71.63,1414,Prepaid,1,0,synthetic
92.43,85.46,1159,COD,2,0,synthetic
479.37,54.09,1131,Wallet,17,0,synthetic
281.93,14.09,473,Prepaid,0,1,synthetic
580.23,35.5,998,Wallet,8,0,synthetic
348.32,11.29,499,Wallet,20,0,real_openml_creditcard_42397
162.89,0.87,207,COD,10,0,real_openml_creditcard_42397
449.57,103.3,1694,Prepaid,7,0,synthetic
9.55,14.62,234,COD,21,0,real_openml_creditcard_42397
112.23,5.58,218,COD,4,0,real_openml_creditcard_42397
84.87,12.38,275,Prepaid,20,0,real_openml_creditcard_42397
301.96,100.47,1527,Prepaid,21,0,synthetic
176.12,81.67,1189,COD,21,0,synthetic
34.65,15.82,271,Wallet,13,0,real_openml_creditcard_42397
548.31,20.22,786,Prepaid,18,0,synthetic
558.12,114.86,1931,Prepaid,1,0,synthetic
605.78,49.37,1188,Prepaid,2,0,synthetic
110.15,93.16,1267,COD,0,0,synthetic
762.04,107.01,2020,Prepaid,8,0,synthetic
181.18,102.35,1441,Prepaid,4,0,synthetic
732.06,92.28,1816,Wallet,8,0,synthetic
214.75,50.88,854,Wallet,2,0,synthetic
124.93,2.63,194,COD,16,0,real_openml_creditcard_42397
61.04,6.51,183,Prepaid,17,0,real_openml_creditcard_42397
112.32,17.98,367,COD,8,0,synthetic
31.02,8.84,184,Prepaid,13,0,real_openml_creditcard_42397
714.01,74.27,1584,Wallet,2,0,synthetic
357.07,41.0,863,COD,23,0,synthetic
96.1,3.79,182,COD,0,0,real_openml_creditcard_42397
185.75,22.4,486,COD,15,0,real_openml_creditcard_42397
738.61,79.82,1673,Wallet,18,0,synthetic
642.72,33.73,1033,COD,1,0,synthetic
614.69,108.96,1911,COD,23,0,synthetic
565.64,39.65,1035,Prepaid,21,0,synthetic
781.32,89.62,1829,COD,3,0,synthetic
97.07,26.22,452,COD,22,0,real_openml_creditcard_42397
189.2,79.26,1171,Prepaid,16,0,synthetic
627.42,29.19,965,COD,0,0,synthetic
475.05,104.95,1737,COD,8,0,real_openml_creditcard_42397
161.51,4.8,253,Wallet,12,0,real_openml_creditcard_42397
203.4,54.62,889,COD,15,0,synthetic
112.76,5.38,216,Prepaid,19,0,real_openml_creditcard_42397
286.01,107.42,1597,COD,7,0,synthetic
770.32,35.81,1173,Prepaid,3,0,synthetic
400.41,59.89,1129,COD,14,0,synthetic
672.41,45.8,1205,Prepaid,7,0,synthetic
752.49,25.82,1037,Prepaid,18,1,synthetic
732.36,21.87,972,Prepaid,17,0,synthetic
509.1,51.02,1120,Prepaid,15,0,synthetic
1.89,10.86,182,COD,23,0,real_openml_creditcard_42397
758.57,11.44,870,COD,13,0,synthetic
798.21,102.8,2002,COD,19,0,synthetic
302.49,2.11,348,Prepaid,4,0,synthetic
45.13,106.61,1370,Wallet,18,0,synthetic
28.93,21.81,338,Wallet,5,0,synthetic
6.92,99.97,1256,Prepaid,20,0,synthetic
23.2,10.26,194,Prepaid,15,0,real_openml_creditcard_42397
313.43,91.6,1431,COD,20,0,synthetic
503.15,18.73,728,COD,2,0,synthetic
781.23,2.71,786,Wallet,4,0,synthetic
82.49,4.81,182,Prepaid,16,0,real_openml_creditcard_42397
239.1,32.09,650,COD,9,0,synthetic
57.56,7.85,196,COD,0,0,real_openml_creditcard_42397
383.79,3.8,441,Wallet,11,0,real_openml_creditcard_42397
254.61,68.73,1104,Prepaid,6,0,synthetic
648.81,108.64,1938,Prepaid,14,0,synthetic
641.64,112.19,1974,Prepaid,14,0,synthetic
403.75,11.34,549,Prepaid,13,0,synthetic
330.52,13.71,512,Prepaid,12,0,real_openml_creditcard_42397
113.84,2.71,185,Prepaid,19,0,real_openml_creditcard_42397
229.67,49.39,849,Prepaid,17,0,synthetic
73.5,5.49,182,COD,9,0,real_openml_creditcard_42397
241.87,81.33,1244,COD,0,0,synthetic
477.02,95.87,1630,Wallet,18,0,synthetic
45.59,115.52,1477,COD,14,0,synthetic
388.79,9.36,512,Prepaid,19,0,synthetic
720.3,96.69,1859,Wallet,13,0,synthetic
677.0,6.04,732,Wallet,0,0,synthetic
708.59,55.69,1356,COD,22,1,synthetic
159.28,4.22,244,Prepaid,18,0,real_openml_creditcard_42397
188.79,36.25,655,Wallet,2,0,synthetic
349.13,34.93,783,Prepaid,12,0,synthetic
33.72,8.47,182,Wallet,10,0,real_openml_creditcard_42397
648.02,88.88,1700,Wallet,19,0,synthetic
521.39,30.62,887,Wallet,18,0,synthetic
99.46,4.71,196,Wallet,23,0,real_openml_creditcard_42397
175.74,62.13,954,Wallet,15,0,synthetic
560.26,81.43,1531,COD,14,0,synthetic
199.4,88.63,1293,Wallet,8,0,synthetic
615.51,19.14,834,Wallet,14,0,synthetic
251.73,101.84,1499,Wallet,12,0,synthetic
96.67,14.49,311,COD,17,0,synthetic
111.79,2.62,182,COD,21,0,real_openml_creditcard_42397
380.43,16.15,586,COD,4,0,synthetic
776.24,48.94,1336,Wallet,8,0,synthetic
411.83,42.98,936,COD,9,0,synthetic
294.78,93.5,1437,Prepaid,6,0,synthetic
118.77,5.09,218,COD,11,0,real_openml_creditcard_42397
92.94,5.2,196,COD,16,0,real_openml_creditcard_42397
342.49,94.11,1488,Prepaid,7,0,synthetic
96.04,4.21,187,Prepaid,20,0,real_openml_creditcard_42397
141.31,74.43,1070,Prepaid,2,0,synthetic
79.96,5.25,185,Prepaid,20,0,real_openml_creditcard_42397
298.75,66.82,1121,Wallet,17,0,synthetic
151.01,81.41,1163,Wallet,20,0,synthetic
751.02,84.16,1736,COD,6,0,synthetic
76.63,62.89,874,COD,18,0,synthetic
117.02,2.31,183,COD,9,0,real_openml_creditcard_42397
546.31,12.56,692,Prepaid,14,0,synthetic
362.94,5.16,439,Wallet,12,0,synthetic
110.41,85.71,1178,COD,0,0,synthetic
110.99,2.59,181,Prepaid,17,0,real_openml_creditcard_42397
283.23,118.33,1725,Prepaid,14,0,synthetic
579.34,9.38,684,Prepaid,23,0,real_openml_creditcard_42397
250.88,5.6,343,COD,19,0,real_openml_creditcard_42397
288.47,71.91,1173,Prepaid,13,0,synthetic
201.3,1.49,249,Wallet,22,0,real_openml_creditcard_42397
669.84,5.27,716,COD,10,0,synthetic
733.11,36.42,1147,COD,2,0,synthetic
224.8,80.16,1214,Prepaid,5,0,synthetic
1.56,13.05,208,Wallet,9,0,real_openml_creditcard_42397
46.69,8.66,196,Prepaid,13,0,real_openml_creditcard_42397
253.24,17.87,492,Wallet,11,1,synthetic
672.49,63.1,1412,COD,22,0,synthetic
403.58,31.32,789,COD,16,0,synthetic
109.45,8.37,249,Prepaid,8,0,real_openml_creditcard_42397
697.78,10.92,809,Wallet,2,0,synthetic
647.44,60.86,1363,Prepaid,7,0,synthetic
51.83,7.78,190,Wallet,17,0,real_openml_creditcard_42397
135.35,1.52,190,Wallet,21,0,real_openml_creditcard_42397
7.97,10.4,182,Prepaid,12,0,real_openml_creditcard_42397
169.17,3.56,245,COD,14,0,synthetic
623.02,47.72,1183,COD,0,0,synthetic
613.27,24.98,902,COD,14,0,synthetic
608.38,14.48,771,Prepaid,22,0,synthetic
52.08,29.76,454,COD,9,0,real_openml_creditcard_42397
57.12,8.13,199,Prepaid,15,0,real_openml_creditcard_42397
191.52,9.3,334,Prepaid,11,0,real_openml_creditcard_42397
313.84,15.55,519,Wallet,15,0,real_openml_creditcard_42397
149.07,15.99,376,Wallet,22,0,real_openml_creditcard_42397
40.35,9.39,199,Wallet,23,0,real_openml_creditcard_42397
426.66,88.15,1492,Wallet,5,0,synthetic
102.74,87.61,1194,Wallet,0,0,synthetic
697.44,107.19,1964,Prepaid,17,0,synthetic
133.43,24.66,466,COD,12,0,real_openml_creditcard_42397
606.88,47.35,1164,Wallet,9,0,synthetic
610.63,29.27,951,COD,5,0,synthetic
298.37,118.38,1739,Prepaid,14,0,synthetic
382.02,3.08,431,Prepaid,15,0,synthetic
217.7,24.76,543,Prepaid,13,0,real_openml_creditcard_42397
34.15,8.69,185,Wallet,22,0,real_openml_creditcard_42397
89.0,94.07,1259,Wallet,0,0,synthetic
1415.4,12.26,1471,Prepaid,8,0,real_openml_creditcard_42397
797.69,86.05,1801,Prepaid,0,0,synthetic
242.11,118.95,1695,Wallet,11,0,synthetic
133.26,1.01,182,Prepaid,21,0,real_openml_creditcard_42397
54.91,4.27,151,Wallet,16,0,synthetic
276.26,63.87,1065,Wallet,15,0,synthetic
93.27,72.08,999,Wallet,0,0,synthetic
779.42,20.51,998,Wallet,8,0,synthetic
9.84,30.43,424,Wallet,14,0,real_openml_creditcard_42397
17.88,11.66,206,COD,13,0,real_openml_creditcard_42397
177.85,3.49,252,Prepaid,21,0,real_openml_creditcard_42397
26.62,10.17,196,Prepaid,16,0,real_openml_creditcard_42397
160.41,79.64,1150,Prepaid,3,0,synthetic
118.87,2.42,186,Wallet,20,0,real_openml_creditcard_42397
135.69,0.82,182,Wallet,18,0,real_openml_creditcard_42397
138.33,8.03,271,Prepaid,14,0,synthetic
88.46,61.36,866,Wallet,3,0,synthetic
19.94,9.42,181,Prepaid,14,0,real_openml_creditcard_42397
670.07,59.55,1368,COD,0,0,synthetic
209.35,5.9,309,Prepaid,1,0,synthetic
116.78,65.35,939,Wallet,22,0,synthetic
450.15,102.38,1684,Wallet,0,0,synthetic
423.91,59.81,1149,Prepaid,17,0,synthetic
55.41,8.34,200,Prepaid,10,0,real_openml_creditcard_42397
70.37,53.13,751,Wallet,7,0,synthetic
439.75,112.49,1796,Prepaid,14,0,synthetic
84.42,14.0,294,Prepaid,11,0,real_openml_creditcard_42397
433.8,69.7,1277,Prepaid,15,0,synthetic
587.08,20.06,819,Prepaid,5,0,synthetic
157.53,0.85,202,Prepaid,21,0,real_openml_creditcard_42397
55.66,6.99,184,COD,21,0,real_openml_creditcard_42397
256.21,119.98,1720,Wallet,4,0,synthetic
123.56,18.4,382,Prepaid,18,0,real_openml_creditcard_42397
203.88,76.02,1146,Wallet,16,0,synthetic
127.52,6.69,245,Prepaid,2,0,real_openml_creditcard_42397
581.88,103.76,1819,COD,3,0,synthetic
497.82,82.57,1489,Wallet,12,0,synthetic
72.38,11.74,256,Wallet,11,0,real_openml_creditcard_42397
146.23,85.2,1204,Wallet,21,0,synthetic
104.96,3.29,184,Prepaid,16,0,real_openml_creditcard_42397
135.54,0.83,182,Prepaid,11,0,real_openml_creditcard_42397
1126.6,12.34,1212,COD,14,0,real_openml_creditcard_42397
279.77,15.35,486,COD,12,0,real_openml_creditcard_42397
539.46,82.58,1527,Wallet,0,0,synthetic
798.12,14.18,938,Wallet,5,0,synthetic
318.22,9.86,455,COD,10,0,synthetic
102.44,38.75,607,COD,8,0,synthetic
116.73,7.08,240,COD,7,0,real_openml_creditcard_42397
110.71,13.11,307,Wallet,1,0,real_openml_creditcard_42397
479.49,50.17,1084,Prepaid,11,0,synthetic
92.57,77.81,1067,Prepaid,14,0,synthetic
386.39,108.37,1698,Prepaid,6,0,synthetic
442.33,100.39,1653,COD,21,0,synthetic
39.21,8.06,182,COD,18,0,real_openml_creditcard_42397
33.12,46.29,635,COD,6,0,synthetic
214.47,9.71,360,Wallet,2,0,synthetic
300.17,37.28,767,COD,11,0,synthetic
654.12,59.64,1354,Prepaid,10,0,synthetic
66.73,169.58,2145,Wallet,23,0,real_openml_creditcard_42397
149.76,1.1,198,COD,20,0,real_openml_creditcard_42397
566.42,16.19,754,Prepaid,16,0,synthetic
272.12,7.28,382,Wallet,9,0,synthetic
60.68,10.87,235,COD,22,0,real_openml_creditcard_42397
404.05,5.33,478,COD,8,0,synthetic
446.46,37.33,900,Wallet,13,0,synthetic
407.5,87.36,1465,Wallet,21,0,synthetic
674.38,19.58,892,Wallet,18,0,synthetic
33.42,14.83,258,Prepaid,11,0,real_openml_creditcard_42397
51.71,50.29,700,COD,8,0,synthetic
6.99,12.14,202,COD,22,0,real_openml_creditcard_42397
65.44,42.98,625,Wallet,17,0,synthetic
99.97,5.39,205,Wallet,12,0,synthetic
303.53,100.07,1524,COD,4,0,synthetic
616.88,60.29,1329,Wallet,8,0,synthetic
153.53,12.23,335,Prepaid,20,0,real_openml_creditcard_42397
5.75,10.57,182,Prepaid,21,0,real_openml_creditcard_42397
309.69,104.35,1581,Wallet,19,0,synthetic
137.01,50.5,779,Prepaid,10,0,synthetic
63.62,6.23,182,Prepaid,6,0,real_openml_creditcard_42397
538.9,28.06,872,Prepaid,10,0,synthetic
728.96,41.79,1208,Prepaid,15,1,synthetic
197.67,2.01,252,Wallet,9,0,real_openml_creditcard_42397
